	id_target	id_reference	sent_target	sent_reference	num_SS	num_DS	num_VDS	majority_vote
54	105	0	After zipping hundreds of millions of miles through space, the Mars rover Perseverance is just minutes away from attempting to land on the red planet in what has been described as one of the most daring robotic maneuvers in NASA's history.	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	0	3	4	VDS
55	106	6	The car-size rover, which launched in July 2020, is aiming to touch down on Mars on Thursday at around 3:55 p.m. ET.	Members of NASA's Mars 2020 team at JPL react after receiving confirmation that the Perseverance rover successfully touched down on Mars.	0	0	7	VDS
56	107	0	If successful, Perseverance will become NASA's fifth rover to land on the red planet and will kick off the agency's most ambitious mission yet to examine whether life ever existed on Mars. '	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	1	3	3	<\n>
57	108	50	Perseverance is attempting to answer one of the biggest questions in the history of humanity: Is there life elsewhere in the solar system'' said Chris Carberry, co-founder and CEO of Explore Mars, a nonprofit organization that advocates for human exploration of the planet. '	There is something special about the first few days, because we have just landed a representative of the planet Earth on a place on Mars that no one has ever been to,' he said.	0	2	5	VDS
58	109	3	If people can't get excited about this mission, I don't know what's wrong with them.'	Ecstatic team members in Mission Control at the Jet Propulsion Laboratory in	0	1	6	VDS
59	110	16	Like its predecessor, Curiosity, the Perseverance rover's descent to the Martian surface has been dubbed the 'seven minutes of terror.'	Perseverance, the star of Mars 2020, survived a hair-raising arrival procedure that's often referred to as the 'seven minutes of terror.'	5	2	0	SS
60	111	21	This is because a complex sequence of programmed events must occur at precise times in order for the landing to be successful.	Another pivotal moment in the landing sequence came when Perseverance successfully deployed its parachute. '	0	2	5	VDS
61	112	27	Once it enters Mars' atmosphere, the entire spacecraft is pretty much acting autonomously,' said Janet Ivey, president of Explore Mars. '	Jennifer Trosper, deputy project manager for Mars 2020, said the surface operations team was thrilled to have made it to the planet.	0	1	6	VDS
62	113	23	You can't send a message from Earth to divert it from landing on a hill or near a big rock.	Advertisement Sticking a landing in Jezero Crater was long considered unthinkable, since the site is strewn with sharp rocks and boulders, treacherous sand dunes and hazardous cliffs.	0	2	5	VDS
63	114	0	Only around half of all previous attempts to land a spacecraft on Mars have succeeded, according to NASA, and Perseverance's planned touchdown is particularly risky.	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	0	1	6	VDS
64	115	17	Once the rover enters Mars' atmosphere, it will be traveling at roughly 12,000 miles per hour, according to NASA.	This final stage of the 6'-month journey involved a dramatic deceleration from a speed of more than 12,000 miles per hour at the top of the Martian atmosphere to a mere 1.7 mph when it was just above the surface.	2	5	0	DS
65	116	19	A parachute will then be deployed and shortly before touchdown a 'jetpack' will fire a series of retrorockets to slow the spacecraft.	Shortly before reaching the top of the atmosphere, the spacecraft used thrusters to bring its spin of two rotations per minute down to zero. '	0	6	1	DS
66	117	0	An intricate sky-crane ' similar to the one used during the Curiosity rover's landing ' will then lower the rover to the Martian surface.	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	0	0	7	VDS
67	118	6	During the nerve-racking entry and descent phase, friction from Mars' atmosphere will also subject the spacecraft to temperatures of more than 2,300 degrees Fahrenheit, mission managers have said.	Members of NASA's Mars 2020 team at JPL react after receiving confirmation that the Perseverance rover successfully touched down on Mars.	0	0	7	VDS
68	119	1	The rover is aiming to settle in Jezero Crater, a 28-mile-wide basin just north of the Martian equator that scientists think was once home to an ancient river delta.	The six wheels of the 2,260-pound Perseverance rover landed in Jezero Crater, a former lake bed once fed by flowing water that scientists say would have been a welcoming home for microbes in Mars' warmer, wetter past.	1	5	1	DS
69	120	0	If Mars once supported life billions of years ago, it's thought that Jezero Crater could be the best place to look for potential fossilized clues in the region's sediments and mineral deposits.	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	1	3	3	<\n>
70	121	23	But Jezero's landscape is also characterized by large boulder fields, sand dunes and cliffs that make a landing unpredictable and challenging. '	Advertisement Sticking a landing in Jezero Crater was long considered unthinkable, since the site is strewn with sharp rocks and boulders, treacherous sand dunes and hazardous cliffs.	4	3	0	SS
71	122	27	No Mars landing is guaranteed, but we have been preparing a decade to put this rover's wheels down on the surface of Mars and get to work,' Jennifer Trosper, deputy project manager for the Perseverance mission at NASA's Jet Propulsion Laboratory, said in a statement.	Jennifer Trosper, deputy project manager for Mars 2020, said the surface operations team was thrilled to have made it to the planet.	2	1	4	VDS
72	123	0	If successful, the Perseverance mission could be the start of a new era of Mars exploration, according to Robert Zubrin, author of 'The Case for Mars' and founder of The Mars Society, a nonprofit organization that aims to advance human missions to the red planet. '	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	0	2	5	VDS
73	124	38	Perseverance could conceivably find fossilized microbial life,' Zubrin said. '	That would have been an ideal environment for trapping any microbial life that may have existed billions of years ago.	0	5	2	DS
74	125	38	If we could drill, find these microfossils, bring them up and subject them to all kinds of examination, we would find out the truth about life in the universe.	That would have been an ideal environment for trapping any microbial life that may have existed billions of years ago.	1	2	4	VDS
75	126	43	The mission will also lay the groundwork for future human missions to the red planet.	If successful, it could pave the way for future flying planetary explorers.	4	2	1	SS
76	127	35	The rover is outfitted with a suite of seven tools to study the planet's geology and past climate.	The rover's job will be to select a promising and diverse set of samples, which it will collect and stow on the surface for future spacecraft to retrieve and ferry back to scientists waiting on Earth.	0	5	2	DS
77	128	44	In addition to high-powered cameras, Perseverance is equipped with a drill and robotic arm to collect samples, an instrument to examine the chemical composition of rocks and sediments, a tool to measure weather on Mars and an experiment to test if oxygen can be produced from Mars' carbon dioxide-rich atmosphere.	The rover will also use an onboard instrument suite to synthesize oxygen using the carbon dioxide in the thin Martian atmosphere.	2	4	1	DS
78	129	42	The rover is also carrying a helicopter, known as Ingenuity, that mission controllers will use to attempt the first controlled flights on another planet.	Within weeks, Perseverance should be ready to deploy Ingenuity, a 4-pound, solar-powered helicopter that would be the first of its kind to fly on another world.	5	2	0	SS
79	130	42	The 4-pound drone is designed to fly around and scout out nearby areas in and around Jezero Crater.	Within weeks, Perseverance should be ready to deploy Ingenuity, a 4-pound, solar-powered helicopter that would be the first of its kind to fly on another world.	2	5	0	DS
80	131	0	The Perseverance mission is part of a broader NASA initiative with the European Space Agency that aims to collect samples of rocks and sediment from Mars and return them to Earth.	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	0	1	6	VDS
81	132	0	Earlier this month, separate space probes from the United Arab Emirates and China successfully entered into orbit around Mars, making them just the fifth and sixth nations to do so.	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	0	0	7	VDS
82	133	29	"""I'm safe on Mars"" isn't a tweet you see every day."	Arriving safely at Mars was just the first hurdle of the 2.4-billion Mars 2020 mission, which will last for at least one Martian year (about 687 days on Earth). '	0	1	6	VDS
83	134	26	It's the update provided by the Twitter account for NASA's Perseverance rover ( after it successfully landed Thursday on the Red Planet.	NASA's Perseverance Mars Rover ( February 18, 2021	0	3	4	VDS
84	135	17	The tweet went out to a rapidly-growing audience of more than 1.2 million followers, with promises of more to come in the future.	This final stage of the 6'-month journey involved a dramatic deceleration from a speed of more than 12,000 miles per hour at the top of the Martian atmosphere to a mere 1.7 mph when it was just above the surface.	0	0	7	VDS
85	136	0	The tweet, which gathered more than 480,000 likes as of Thursday night, punctuated a 300-million-mile voyage and coincided with the rover's 3:55 p.m. EST landing.	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	0	2	5	VDS
86	137	6	A key step in NASA's search for signs of life Behind those tweets is a five-person team that ' like Voltron, as they like to say ' came together to create a social media persona for Perseverance.	Members of NASA's Mars 2020 team at JPL react after receiving confirmation that the Perseverance rover successfully touched down on Mars.	0	0	7	VDS
87	138	31	"On Twitter and Facebook, the team has worked hard to show that Perseverance is a ""boss."	The science team is already hard at work examining the rover's pictures and figuring out what to tackle first.	0	0	7	VDS
88	139	6	The bilingual team ' the rover speaks Spanish, too ' is comprised of Stephanie L. Smith, Linda Rivera, Scott Hulme, Carolina Mart'nez and Gabrielle Moreira.	Members of NASA's Mars 2020 team at JPL react after receiving confirmation that the Perseverance rover successfully touched down on Mars.	0	0	7	VDS
89	140	12	Hulme, a public outreach specialist for NASA and the person who hit send on Thursdays tweets, said there's an amazing story that the social media team behind Perseverance wants to tell the world.	""" chief engineer and landing veteran Rob Manning celebrates NASAPersevere's successful CountdownToMars: pic.twitter.com/"	1	0	6	VDS
90	141	20	"You're definitely in the hot seat, of course,"" he told USA TODAY."	From here on out it's just going to be a bullet,' Manning said.	0	1	6	VDS
91	142	3	But, just like the rest of the team that's there in Mission Control, you're well-practiced.	Ecstatic team members in Mission Control at the Jet Propulsion Laboratory in	1	1	5	VDS
92	143	33	Ultimately, we're trying to just bring everybody along with us.	For the first time, 'we're all going to get to experience just exactly what that was like,' she said.	0	5	2	DS
93	144	10	"He added: ""We kind of got together and thought about what makes this rover different."	We need to work together to do these kinds of things and make success happen.'	2	4	1	DS
94	145	41	What makes this rover different from the others that have gone before it'	This is a great place to be because one of the things that scientists love to do is look to see how two different geologic units come together,' Farley said. '	0	2	5	VDS
95	146	22	The rover has a personality, a drive to succeed that informs its choices.	team members could be heard exclaiming upon confirmation that the rover had successfully slowed down.	0	0	7	VDS
96	147	12	Rivera, a digital and social media specialist at NASA's Jet Propulsion Laboratory who on Thursday monitored Perseverance's Facebook account, said the character-creation processes included deep thoughts about things like the rover's hobbies.	""" chief engineer and landing veteran Rob Manning celebrates NASAPersevere's successful CountdownToMars: pic.twitter.com/"	1	0	6	VDS
97	148	34	According to Twitter, those hobbies are photography, collecting rocks and off-roading.	It's tasked with using its suite of sophisticated cameras and specialized instruments to search for so-called biosignatures ' materials, textures and other telltale patterns in ancient rock that could be signs of past life.	0	5	2	DS
98	149	27	"For the past few years, we've lived with the mission team,"" said Mart'nez, manager for Mars public engagement."	Jennifer Trosper, deputy project manager for Mars 2020, said the surface operations team was thrilled to have made it to the planet.	1	1	5	VDS
99	150	10	That personality sort of becomes self-evident and very recognizable to us as we work closely with the mission team.	We need to work together to do these kinds of things and make success happen.'	0	4	3	DS
100	151	50	Being there every day, we see how different it is from the other robots.	There is something special about the first few days, because we have just landed a representative of the planet Earth on a place on Mars that no one has ever been to,' he said.	0	0	7	VDS
101	152	31	And the team behind Perseverance's social media presence isn't shy about comparisons to past projects.	The science team is already hard at work examining the rover's pictures and figuring out what to tackle first.	1	1	5	VDS
102	153	49	"If Perseverance is anything, she's a boss,"" said Smith, the JPL's digital and social media lead."	But there's no beating the magic of the first days on another world, JPL Director Michael Watkins said.	0	2	5	VDS
103	154	30	She's the biggest, most ambitious rover we've ever sent to the surface of another planet.	Now that we're on the ground, now the fun really starts,' said Lori Glaze, director of NASA's planetary science division.	0	3	4	VDS
104	155	32	She's got a rock vaporizing laser on her head, just like Curiosity did.	Glaze said she's eager to see the imaging and microphone data gathered by the rover during its descent.	0	0	7	VDS
105	156	26	NASA's Perseverance Mars Rover ( February 18, 2021	NASA's Perseverance Mars Rover ( February 18, 2021	7	0	0	SS
106	157	49	But unlike Curiosity, who while charming, isn't as capable as Perseverance ' Curiosity	But there's no beating the magic of the first days on another world, JPL Director Michael Watkins said.	0	0	7	VDS
107	158	4	Curiosity can't drive and think about driving at the same time.	La Ca'ada Flintridge could not hug or high-five one another, as they normally would in non-pandemic times.	0	0	7	VDS
108	159	21	Perseverance has a second brain and if Perseverance had gone to college, she would have been summa.	Another pivotal moment in the landing sequence came when Perseverance successfully deployed its parachute. '	0	0	7	VDS
109	160	0	"SpaceIsForEveryone: How the landing crew of NASA's Mars rover Perseverance exemplified for viewers that spaceisforeveryone It adds: ""I'm headed for Mars: driven to search for signs of ancient life, test new tech to help future human explorers, and collect the first rock samples for future return to Earth."	NASA's newest rover touched down safely on the surface of Mars on Thursday, completing a 293-million-mile journey through space and setting the stage for a mission that seeks to find evidence of ancient extraterrestrial life.	1	5	1	DS
110	161	7	A few brands have gotten in on the Twitter fun, including Krispy Kreme (apparently looking to set up shop in space) and Buffalo Wild Wings (hoping for signs of past chicken wings).	Some bumped fists with those around them while others shook them triumphantly in the air after mission officials confirmed the rover's landing at 12:55 p.m. 'NASA works,' said Rob Manning, JPL's chief engineer and a veteran of many Mars missions. '	0	1	6	VDS
111	162	27	"Perseverance, nicknamed ""Percy"" by mission managers, launched in July 2020 and landed in the Jezero Crater on Mars on Thursday."	Jennifer Trosper, deputy project manager for Mars 2020, said the surface operations team was thrilled to have made it to the planet.	0	4	3	DS
